city, state_id, state_name, county, longitude, latitude, zips, fips id
Swedesboro,NJ,New Jersey,Gloucester,39.7458,-75.3118,8085,1840001524
Allentown,NJ,New Jersey,Monmouth,40.1778,-74.5872,8501,1840003683
Lakehurst,NJ,New Jersey,Ocean,40.0132,-74.3203,8733,1840001491
Moonachie,NJ,New Jersey,Bergen,40.8409,-74.0587,07074 07608,1840000907
Burlington,NJ,New Jersey,Burlington,40.0783,-74.8523,8016,1840001477
South Branch,NJ,New Jersey,Somerset,40.544,-74.6968,8844,1840033453
Peapack,NJ,New Jersey,Somerset,40.7168,-74.6565,7977,1840033374
Somerset,NJ,New Jersey,Somerset,40.5082,-74.501,08873 08875,1840005375
Morganville,NJ,New Jersey,Monmouth,40.3757,-74.2445,7751,1840005442
Ocean City,NJ,New Jersey,Cape May,39.2687,-74.602,8226,1840001598
Hibernia,NJ,New Jersey,Morris,40.944,-74.4927,7866,1840033297
Diamond Beach,NJ,New Jersey,Cape May,38.9588,-74.852,8260,1840005865
Metuchen,NJ,New Jersey,Middlesex,40.5422,-74.3628,8840,1840003633
Hamilton,NJ,New Jersey,Monmouth,40.2071,-74.0813,7753,1840033294
Hammonton,NJ,New Jersey,Atlantic,39.6571,-74.7679,8037,1840003800
Atco,NJ,New Jersey,Camden,39.7698,-74.8874,8004,1840033217
Manalapan,NJ,New Jersey,Monmouth,40.2573,-74.3957,8535,1840033335
Highlands,NJ,New Jersey,Monmouth,40.4037,-73.9898,7732,1840003688
Paramus,NJ,New Jersey,Bergen,40.9455,-74.0712,07652 07653,1840000916
Seabrook Farms,NJ,New Jersey,Cumberland,39.5015,-75.219,08302 08313,1840005753
Seaside Heights,NJ,New Jersey,Ocean,39.9451,-74.0786,8751,1840001487
Hoboken,NJ,New Jersey,Hudson,40.7452,-74.0279,7030,1840003599
Victory Lakes,NJ,New Jersey,Gloucester,39.6304,-74.9661,8094,1840005566
Slackwoods,NJ,New Jersey,Mercer,40.2532,-74.7346,8648,1840033412
Mystic Island,NJ,New Jersey,Ocean,39.5659,-74.3831,8087,1840005530
Hurdtown,NJ,New Jersey,Morris,40.9701,-74.599,7849,1840033302
Lyons,NJ,New Jersey,Somerset,40.6854,-74.5471,7920,1840033331
Deal,NJ,New Jersey,Monmouth,40.2497,-73.9976,7723,1840003678
Woodcliff Lake,NJ,New Jersey,Bergen,41.0256,-74.0605,7677,1840000924
Eatontown,NJ,New Jersey,Monmouth,40.2913,-74.0558,07703 07724 07799,1840003679
Cedarville,NJ,New Jersey,Cumberland,39.3382,-75.2069,8311,1840005749
Stanhope,NJ,New Jersey,Sussex,40.9138,-74.7024,7874,1840000788
Allenwood,NJ,New Jersey,Monmouth,40.1385,-74.103,07719 08720 08724,1840005438
New Providence,NJ,New Jersey,Union,40.6996,-74.4037,7974,1840001095
North Caldwell,NJ,New Jersey,Essex,40.8629,-74.2576,7006,1840002793
North Middletown,NJ,New Jersey,Monmouth,40.439,-74.1184,7748,1840005444
Cherry Hill Mall,NJ,New Jersey,Camden,39.9384,-75.0116,08002 08034,1840033469
Belford,NJ,New Jersey,Monmouth,40.4262,-74.0803,07718 07737,1840005439
Magnolia,NJ,New Jersey,Camden,39.8562,-75.0364,8049,1840003769
South River,NJ,New Jersey,Middlesex,40.4454,-74.3783,8882,1840001335
Fort Dix,NJ,New Jersey,Burlington,40.006,-74.6091,8640,1840005516
Crestwood Village,NJ,New Jersey,Ocean,39.9568,-74.3524,8759,1840005527
Hopatcong,NJ,New Jersey,Sussex,40.9541,-74.6592,07821 07843 07837,1840003482
Pluckemin,NJ,New Jersey,Somerset,40.6457,-74.639,7921,1840033385
Kenvil,NJ,New Jersey,Morris,40.8747,-74.6275,07876 07847,1840024234
Columbus,NJ,New Jersey,Burlington,40.0726,-74.7207,8022,1840033253
Franklin Lakes,NJ,New Jersey,Bergen,41.0085,-74.2082,7417,1840003553
Mount Holly,NJ,New Jersey,Burlington,39.9929,-74.7877,8060,1840033357
Leonardo,NJ,New Jersey,Monmouth,40.419,-74.0599,7737,1840005448
Longport,NJ,New Jersey,Atlantic,39.3135,-74.5262,8403,1840003792
Colts Neck,NJ,New Jersey,Monmouth,40.2876,-74.1724,7722,1840033252
Vernon,NJ,New Jersey,Sussex,41.1984,-74.4832,7462,1840033433
Mount Freedom,NJ,New Jersey,Morris,40.8262,-74.5702,7869,1840033355
Brainards,NJ,New Jersey,Warren,40.7718,-75.17,8865,1840024219
New Vernon,NJ,New Jersey,Morris,40.7454,-74.4974,7960,1840033365
Bloomsbury,NJ,New Jersey,Hunterdon,40.6537,-75.084,8804,1840001037
Manville,NJ,New Jersey,Somerset,40.5422,-74.5892,8835,1840003610
Chatsworth,NJ,New Jersey,Burlington,39.8176,-74.5349,8019,1840033243
Cedar Glen West,NJ,New Jersey,Ocean,40.0417,-74.2852,8759,1840033465
Califon,NJ,New Jersey,Hunterdon,40.7191,-74.8365,7830,1840001038
Tinton Falls,NJ,New Jersey,Monmouth,40.2708,-74.0949,07712 07753 07724,1840001368
Westmont,NJ,New Jersey,Camden,39.9098,-75.0479,8108,1840033439
Harvey Cedars,NJ,New Jersey,Ocean,39.6994,-74.1424,8008,1840003757
Madison,NJ,New Jersey,Morris,40.7585,-74.417,7940,1840003574
Glen Rock,NJ,New Jersey,Bergen,40.96,-74.1248,7452,1840003555
Emerson,NJ,New Jersey,Bergen,40.9749,-74.0239,7630,1840003545
Flanders,NJ,New Jersey,Morris,40.8457,-74.6949,7836,1840033277
Atlantic Highlands,NJ,New Jersey,Monmouth,40.4112,-74.0297,7716,1840003685
Guttenberg,NJ,New Jersey,Hudson,40.7927,-74.0047,7093,1840003597
Leisure Village West,NJ,New Jersey,Ocean,40.0103,-74.2806,8759,1840033491
Clinton,NJ,New Jersey,Hunterdon,40.6356,-74.9124,8809,1840003604
Cape May,NJ,New Jersey,Cape May,38.9408,-74.9043,8204,1840001594
Albion,NJ,New Jersey,Camden,39.7787,-74.9549,8009,1840033214
Rockaway,NJ,New Jersey,Morris,40.8969,-74.5155,7866,1840000951
Branchville,NJ,New Jersey,Sussex,41.1464,-74.7497,07826 07890,1840000785
Egg Harbor City,NJ,New Jersey,Atlantic,39.5639,-74.5969,8215,1840016638
Lambertville,NJ,New Jersey,Hunterdon,40.3686,-74.943,8530,1840001039
Totowa,NJ,New Jersey,Passaic,40.9039,-74.2216,07512 07511,1840000839
Lebanon,NJ,New Jersey,Hunterdon,40.6433,-74.8352,8833,1840001040
Gloucester City,NJ,New Jersey,Camden,39.8923,-75.1173,8030,1840003777
Roseville,NJ,New Jersey,Sussex,40.9576,-74.6916,7874,1840033403
Oak Ridge,NJ,New Jersey,Passaic,41.0462,-74.486,7438,1840033370
Lake Como,NJ,New Jersey,Monmouth,40.1705,-74.0262,7719,1840033317
Pine Ridge at Crestwood,NJ,New Jersey,Ocean,39.9587,-74.3158,8759,1840033484
Wanaque,NJ,New Jersey,Passaic,41.044,-74.2901,07465 07420,1840000840
Beach Glen,NJ,New Jersey,Morris,40.9298,-74.4863,7866,1840033226
Montvale,NJ,New Jersey,Bergen,41.053,-74.0497,7645,1840000906
Mount Hermon,NJ,New Jersey,Warren,40.9268,-74.9929,7825,1840033356
Fenwick,NJ,New Jersey,Salem,39.6176,-75.3369,8098,1840033275
East Rutherford,NJ,New Jersey,Bergen,40.8179,-74.0853,7073,1840003542
Cranberry Lake,NJ,New Jersey,Sussex,40.9543,-74.7466,7821,1840033254
Plainfield,NJ,New Jersey,Union,40.6153,-74.4159,07062 07063 07060 07061,1840001090
Spotswood,NJ,New Jersey,Middlesex,40.3952,-74.3915,8884,1840001336
Paterson,NJ,New Jersey,Passaic,40.9147,-74.1624,07522 07524 07514 07513 07505 07504 07501 07503 07502 07509 07510 07533 07543 07544,1840000838
Fair Haven,NJ,New Jersey,Monmouth,40.3618,-74.0392,7704,1840003681
Mill Brook,NJ,New Jersey,Morris,40.8645,-74.5574,7869,1840033346
Woodport,NJ,New Jersey,Morris,40.9854,-74.6104,7849,1840033449
Harlingen,NJ,New Jersey,Somerset,40.4494,-74.6585,8502,1840024278
Finesville,NJ,New Jersey,Warren,40.6112,-75.1708,8865,1840024224
Lakewood,NJ,New Jersey,Ocean,40.0943,-74.2117,8701,1840005533
Interlaken,NJ,New Jersey,Monmouth,40.235,-74.0166,7712,1840003689
Clayton,NJ,New Jersey,Gloucester,39.6629,-75.0782,08312 08094,1840001520
Silver Ridge,NJ,New Jersey,Ocean,39.962,-74.2358,8757,1840033466
West New York,NJ,New Jersey,Hudson,40.7856,-74.0093,7093,1840001035
Mount Bethel,NJ,New Jersey,Somerset,40.6376,-74.5146,7059,1840033459
Smithville,NJ,New Jersey,Atlantic,39.4933,-74.4781,08205 08231,1840024384
Netcong,NJ,New Jersey,Morris,40.8979,-74.7023,7857,1840003580
Ringwood,NJ,New Jersey,Passaic,41.1063,-74.2754,7456,1840000835
Woodstown,NJ,New Jersey,Salem,39.6503,-75.325,8098,1840001531
Stirling,NJ,New Jersey,Morris,40.672,-74.4949,7980,1840033421
Keyport,NJ,New Jersey,Monmouth,40.4327,-74.2013,7735,1840003691
Quinton,NJ,New Jersey,Salem,39.5473,-75.4085,08079 08072,1840024375
Brielle,NJ,New Jersey,Monmouth,40.1048,-74.0637,8730,1840001357
Saddle River,NJ,New Jersey,Bergen,41.0273,-74.0956,7458,1840000903
Belleplain,NJ,New Jersey,Cape May,39.266,-74.8674,8270,1840026666
Erma,NJ,New Jersey,Cape May,38.9971,-74.8931,8204,1840005863
Hurffville,NJ,New Jersey,Gloucester,39.7626,-75.1082,8080,1840033303
Pine Lake Park,NJ,New Jersey,Ocean,40.0014,-74.2592,08759 08757,1840024354
Hornerstown,NJ,New Jersey,Monmouth,40.1062,-74.514,8514,1840033301
River Edge,NJ,New Jersey,Bergen,40.9269,-74.0387,7661,1840000900
Southard,NJ,New Jersey,Monmouth,40.1384,-74.2249,7731,1840033415
Johnsonburg,NJ,New Jersey,Warren,40.965,-74.8783,07846 07821 07825,1840024230
Kenilworth,NJ,New Jersey,Union,40.6782,-74.289,7033,1840003616
Monroe,NJ,New Jersey,Sussex,41.1145,-74.6341,7871,1840033350
Red Bank,NJ,New Jersey,Monmouth,40.348,-74.0674,7701,1840001358
Stone Harbor,NJ,New Jersey,Cape May,39.0425,-74.7691,8247,1840001599
Sea Bright,NJ,New Jersey,Monmouth,40.3653,-73.9769,7760,1840001361
Perth Amboy,NJ,New Jersey,Middlesex,40.5204,-74.2724,08861 08862,1840001340
Milltown,NJ,New Jersey,Middlesex,40.4503,-74.435,8850,1840001338
Ridgewood,NJ,New Jersey,Bergen,40.9822,-74.1126,07450 07451,1840000899
McAfee,NJ,New Jersey,Sussex,41.1784,-74.5404,7462,1840033342
Edgewater Park,NJ,New Jersey,Burlington,40.0682,-74.9007,8010,1840033265
Barnsboro,NJ,New Jersey,Gloucester,39.7618,-75.1599,8080,1840033224
Ross Corner,NJ,New Jersey,Sussex,41.1274,-74.7135,7822,1840024181
Leonia,NJ,New Jersey,Bergen,40.8638,-73.9898,7605,1840000904
Wildwood,NJ,New Jersey,Cape May,38.9886,-74.8199,8260,1840001602
Vernon Valley,NJ,New Jersey,Sussex,41.2396,-74.4833,07461 07418,1840033487
Princeton Meadows,NJ,New Jersey,Middlesex,40.3333,-74.5627,08536 08512,1840033474
Groveville,NJ,New Jersey,Mercer,40.1678,-74.6513,8620,1840024323
Mount Royal,NJ,New Jersey,Gloucester,39.8101,-75.2113,8061,1840033361
Beattystown,NJ,New Jersey,Warren,40.8223,-74.8502,7840,1840005192
Kearny,NJ,New Jersey,Hudson,40.7526,-74.1202,07032 07099,1840003601
Landing,NJ,New Jersey,Morris,40.9051,-74.6652,7850,1840033323
New Egypt,NJ,New Jersey,Ocean,40.0643,-74.5285,8533,1840005531
Freewood Acres,NJ,New Jersey,Monmouth,40.169,-74.2379,7731,1840033281
Hopewell,NJ,New Jersey,Mercer,40.3889,-74.7638,8525,1840003709
Hamburg,NJ,New Jersey,Sussex,41.1485,-74.5735,7419,1840003481
Leesburg,NJ,New Jersey,Cumberland,39.2568,-74.9874,8327,1840033325
Hackensack,NJ,New Jersey,Bergen,40.8889,-74.0461,07601 07602,1840003556
Edinburg,NJ,New Jersey,Mercer,40.2582,-74.616,8550,1840033266
Augusta,NJ,New Jersey,Sussex,41.129,-74.7282,7822,1840033221
Bedminster,NJ,New Jersey,Somerset,40.6807,-74.6454,7921,1840033227
Mendham,NJ,New Jersey,Morris,40.7687,-74.6004,7945,1840003575
New Sharon,NJ,New Jersey,Monmouth,40.2062,-74.5504,8691,1840033364
Monmouth Junction,NJ,New Jersey,Middlesex,40.381,-74.5435,8852,1840005415
Manasquan,NJ,New Jersey,Monmouth,40.1185,-74.0449,8736,1840003674
North Wildwood,NJ,New Jersey,Cape May,39.0047,-74.7995,8260,1840001597
Phillipsburg,NJ,New Jersey,Warren,40.6895,-75.1821,8865,1840000944
Tansboro,NJ,New Jersey,Camden,39.769,-74.9196,8009,1840033425
Buddtown,NJ,New Jersey,Burlington,39.9393,-74.7029,8088,1840033239
Toms River,NJ,New Jersey,Ocean,39.993,-74.1855,08755 08753 08754 08756,1840005536
Oceanport,NJ,New Jersey,Monmouth,40.316,-74.0205,07703 07757,1840001365
Blackwood,NJ,New Jersey,Camden,39.7982,-75.0629,8012,1840005560
Bergenfield,NJ,New Jersey,Bergen,40.9233,-73.9982,7621,1840000893
Silverton,NJ,New Jersey,Ocean,40.016,-74.1449,8753,1840033410
Sharptown,NJ,New Jersey,Salem,39.6557,-75.3652,8098,1840033407
Fanwood,NJ,New Jersey,Union,40.6417,-74.3857,7023,1840003614
Little Silver,NJ,New Jersey,Monmouth,40.3358,-74.0346,7739,1840003671
Jefferson,NJ,New Jersey,Gloucester,39.7537,-75.2118,8062,1840033310
Harmony,NJ,New Jersey,Warren,40.7501,-75.14,8865,1840024228
North Cape May,NJ,New Jersey,Cape May,38.9765,-74.9516,8204,1840005866
Pennsville,NJ,New Jersey,Salem,39.6507,-75.5078,08023 08070,1840016710
Neshanic Station,NJ,New Jersey,Somerset,40.5082,-74.7302,8853,1840033363
Pleasant Plains,NJ,New Jersey,Somerset,40.4523,-74.5696,08823 08873,1840033383
Elizabeth,NJ,New Jersey,Union,40.6655,-74.1918,07208 07202 07201 07206 07207,1840003613
Bradley Beach,NJ,New Jersey,Monmouth,40.2018,-74.0122,7720,1840001356
Everett,NJ,New Jersey,Monmouth,40.3543,-74.1465,7738,1840033270
Sussex,NJ,New Jersey,Sussex,41.2096,-74.6076,7461,1840000789
Hawthorne,NJ,New Jersey,Passaic,40.9579,-74.1582,07506 07507,1840003513
Port Norris,NJ,New Jersey,Cumberland,39.2514,-75.0413,8349,1840005750
Montville,NJ,New Jersey,Morris,40.9148,-74.3838,7045,1840033352
Ridgefield,NJ,New Jersey,Bergen,40.8312,-74.0146,7657,1840000897
Fords,NJ,New Jersey,Middlesex,40.5415,-74.3123,08840 08863 07095,1840005409
New Milford,NJ,New Jersey,Bergen,40.9339,-74.0195,7646,1840000908
Chatham,NJ,New Jersey,Morris,40.7405,-74.3838,7928,1840000948
Alpine,NJ,New Jersey,Bergen,40.9617,-73.92,7620,1840003551
Highland Park,NJ,New Jersey,Middlesex,40.5006,-74.4284,8904,1840003636
Macopin,NJ,New Jersey,Passaic,41.0523,-74.3888,7480,1840033332
Matawan,NJ,New Jersey,Monmouth,40.4126,-74.2365,7747,1840003675
Upper Saddle River,NJ,New Jersey,Bergen,41.0633,-74.0987,7458,1840000920
Pompton Lakes,NJ,New Jersey,Passaic,41.0028,-74.2857,7442,1840000833
Repaupo,NJ,New Jersey,Gloucester,39.7998,-75.2988,8085,1840033398
Mount Arlington,NJ,New Jersey,Morris,40.9188,-74.6391,07850 07856,1840003579
Deans,NJ,New Jersey,Middlesex,40.4043,-74.516,8852,1840033259
Westfield,NJ,New Jersey,Union,40.6517,-74.3434,07090 07091,1840001096
Leisure Knoll,NJ,New Jersey,Ocean,40.0186,-74.2908,8759,1840033482
Bordentown,NJ,New Jersey,Burlington,40.1494,-74.7084,8505,1840001476
Fort Lee,NJ,New Jersey,Bergen,40.8507,-73.9711,7024,1840003552
Basking Ridge,NJ,New Jersey,Somerset,40.7062,-74.5493,7920,1840033225
Scobeyville,NJ,New Jersey,Monmouth,40.2971,-74.1432,7722,1840033405
North Arlington,NJ,New Jersey,Bergen,40.7872,-74.1269,7031,1840000909
Prospect Park,NJ,New Jersey,Passaic,40.9381,-74.1738,7508,1840000834
Pleasantville,NJ,New Jersey,Atlantic,39.3897,-74.5168,8232,1840001535
South Bound Brook,NJ,New Jersey,Somerset,40.5535,-74.5279,8880,1840001057
Homestead Park,NJ,New Jersey,Morris,40.6901,-74.4502,7933,1840033300
Glen Ridge,NJ,New Jersey,Essex,40.804,-74.2043,7028,1840005356
Ironia,NJ,New Jersey,Morris,40.8229,-74.6257,7869,1840033307
Owens,NJ,New Jersey,Sussex,41.2637,-74.5279,7461,1840033372
Riverton,NJ,New Jersey,Burlington,40.0115,-75.0149,08077 08076,1840001478
Wharton,NJ,New Jersey,Morris,40.8999,-74.5808,7885,1840000955
Union Beach,NJ,New Jersey,Monmouth,40.4455,-74.17,7735,1840001369
Marksboro,NJ,New Jersey,Warren,40.9881,-74.9061,7825,1840024231
Audubon,NJ,New Jersey,Camden,39.8906,-75.0723,8106,1840003775
Haddon Heights,NJ,New Jersey,Camden,39.8791,-75.0646,8035,1840003779
Waterford Works,NJ,New Jersey,Camden,39.7232,-74.8491,8089,1840033436
Ashland,NJ,New Jersey,Camden,39.8781,-75.0085,08003 08034,1840033467
Oradell,NJ,New Jersey,Bergen,40.9562,-74.0314,7649,1840000914
Haworth,NJ,New Jersey,Bergen,40.9622,-73.9976,7641,1840003559
Hazlet,NJ,New Jersey,Monmouth,40.4157,-74.191,7730,1840033295
Flemington,NJ,New Jersey,Hunterdon,40.5086,-74.8601,8822,1840003605
Seaside Park,NJ,New Jersey,Ocean,39.9259,-74.0781,8752,1840001488
Short Hills,NJ,New Jersey,Essex,40.7389,-74.3277,7078,1840033408
Moorestown,NJ,New Jersey,Burlington,39.9671,-74.9427,8057,1840033353
Bellmawr,NJ,New Jersey,Camden,39.8665,-75.0942,08031 08099,1840000731
Brigantine,NJ,New Jersey,Atlantic,39.4127,-74.3802,8203,1840001533
White Meadow Lake,NJ,New Jersey,Morris,40.924,-74.5122,7866,1840005198
Troy Hills,NJ,New Jersey,Morris,40.8529,-74.3921,7054,1840033430
Demarest,NJ,New Jersey,Bergen,40.955,-73.9568,7627,1840003540
Audubon Park,NJ,New Jersey,Camden,39.8966,-75.0889,8106,1840033220
Sea Girt,NJ,New Jersey,Monmouth,40.1308,-74.0356,8750,1840001362
Dumont,NJ,New Jersey,Bergen,40.945,-73.9925,7628,1840003541
Deepwater,NJ,New Jersey,Salem,39.6834,-75.4905,8023,1840033260
Presidential Lakes Estates,NJ,New Jersey,Burlington,39.915,-74.5648,8015,1840005520
Adelphia,NJ,New Jersey,Monmouth,40.2182,-74.2563,7728,1840033213
Vineland,NJ,New Jersey,Cumberland,39.4652,-74.9981,08344 08360 08361 08362,1840001551
Helmetta,NJ,New Jersey,Middlesex,40.3778,-74.4238,8828,1840003635
Locust,NJ,New Jersey,Monmouth,40.3946,-74.0263,7760,1840033456
Awosting,NJ,New Jersey,Passaic,41.1545,-74.3365,7421,1840033222
Rancocas Woods,NJ,New Jersey,Burlington,39.989,-74.8602,8054,1840033395
Boonton,NJ,New Jersey,Morris,40.9047,-74.4048,7005,1840000946
Summit,NJ,New Jersey,Union,40.7154,-74.3648,07901 07902,1840000999
Brooklawn,NJ,New Jersey,Camden,39.8787,-75.1207,8030,1840001506
Griggstown,NJ,New Jersey,Somerset,40.4399,-74.599,8540,1840024277
Carteret,NJ,New Jersey,Middlesex,40.5849,-74.2285,7008,1840001331
Margate City,NJ,New Jersey,Atlantic,39.3307,-74.5071,8402,1840003793
Society Hill,NJ,New Jersey,Middlesex,40.5344,-74.4577,8854,1840033486
Vista Center,NJ,New Jersey,Ocean,40.1585,-74.3227,8527,1840033475
Rocky Hill,NJ,New Jersey,Somerset,40.4001,-74.6405,8553,1840001055
North Branch,NJ,New Jersey,Somerset,40.602,-74.6774,8876,1840033369
Tenafly,NJ,New Jersey,Bergen,40.9174,-73.9529,7670,1840000918
Cliffwood Beach,NJ,New Jersey,Monmouth,40.4428,-74.2179,7735,1840005440
Lower Squankum,NJ,New Jersey,Monmouth,40.1587,-74.1568,7731,1840033329
Lake Hiawatha,NJ,New Jersey,Morris,40.8826,-74.3815,7034,1840033318
Asbury,NJ,New Jersey,Warren,40.7004,-75.0122,8802,1840024217
Auburn,NJ,New Jersey,Salem,39.7109,-75.3677,8085,1840033219
Delanco,NJ,New Jersey,Burlington,40.0507,-74.9535,8075,1840033261
Concordia,NJ,New Jersey,Middlesex,40.3117,-74.4477,8831,1840005412
Shiloh,NJ,New Jersey,Cumberland,39.4594,-75.297,8353,1840001549
Tabernacle,NJ,New Jersey,Burlington,39.844,-74.7102,8088,1840033423
Runnemede,NJ,New Jersey,Camden,39.8521,-75.074,8078,1840001511
Olivet,NJ,New Jersey,Salem,39.5401,-75.1728,8318,1840005592
Gillette,NJ,New Jersey,Morris,40.674,-74.466,7933,1840033284
Woodland Park,NJ,New Jersey,Passaic,40.8898,-74.1949,7424,1840000841
Parsippany,NJ,New Jersey,Morris,40.8579,-74.426,7054,1840033373
Holmdel,NJ,New Jersey,Monmouth,40.3451,-74.184,7733,1840033299
West Berlin,NJ,New Jersey,Camden,39.8087,-74.9413,8091,1840033437
Fries Mill,NJ,New Jersey,Gloucester,39.6562,-75.0452,8322,1840033282
Dover Beaches South,NJ,New Jersey,Ocean,39.9538,-74.0804,8751,1840005529
Hainesburg,NJ,New Jersey,Warren,40.9543,-75.0631,7832,1840024227
Atsion,NJ,New Jersey,Burlington,39.7426,-74.726,8088,1840033218
Pitman,NJ,New Jersey,Gloucester,39.7332,-75.1307,8071,1840001521
Oaklyn,NJ,New Jersey,Camden,39.9023,-75.0815,8107,1840001515
Rudeville,NJ,New Jersey,Sussex,41.1495,-74.5446,7419,1840033404
Wood-Lynne,NJ,New Jersey,Camden,39.9167,-75.0956,8107,1840033448
Linwood,NJ,New Jersey,Atlantic,39.3435,-74.5707,8221,1840016701
Yardville,NJ,New Jersey,Mercer,40.1849,-74.6601,08691 08620,1840026523
Allendale,NJ,New Jersey,Bergen,41.0332,-74.1332,7401,1840003550
Lincroft,NJ,New Jersey,Monmouth,40.3391,-74.1282,7738,1840005449
South Amboy,NJ,New Jersey,Middlesex,40.4851,-74.2831,8879,1840001333
Sewaren,NJ,New Jersey,Middlesex,40.5506,-74.2604,7077,1840005422
Alpha,NJ,New Jersey,Warren,40.6599,-75.1569,8865,1840003572
Victory Gardens,NJ,New Jersey,Morris,40.8762,-74.5434,7801,1840000954
Port Republic,NJ,New Jersey,Atlantic,39.5327,-74.4852,8241,1840001536
Brass Castle,NJ,New Jersey,Warren,40.7622,-75.0139,7882,1840005193
Loch Arbour,NJ,New Jersey,Monmouth,40.2323,-74.0012,7711,1840003672
Waldwick,NJ,New Jersey,Bergen,41.0132,-74.1262,7463,1840000921
Ocean Acres,NJ,New Jersey,Ocean,39.743,-74.2804,08050 08005,1840033483
Jersey City,NJ,New Jersey,Hudson,40.7161,-74.0683,07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399,1840003600
Cedar Knolls,NJ,New Jersey,Morris,40.822,-74.4488,7927,1840033242
Ten Mile Run,NJ,New Jersey,Somerset,40.4219,-74.589,08823 08540,1840033462
South Plainfield,NJ,New Jersey,Middlesex,40.5746,-74.4151,7080,1840001334
Hackettstown,NJ,New Jersey,Warren,40.854,-74.8257,7840,1840003573
Lafayette,NJ,New Jersey,Sussex,41.0984,-74.6885,7848,1840033316
Roosevelt,NJ,New Jersey,Monmouth,40.2211,-74.4725,08555 08535,1840001359
Absecon,NJ,New Jersey,Atlantic,39.4221,-74.4941,8201,1840003797
Raritan,NJ,New Jersey,Somerset,40.573,-74.6432,8869,1840001054
Middlebush,NJ,New Jersey,Somerset,40.5015,-74.5349,8873,1840024280
Great Meadows,NJ,New Jersey,Warren,40.877,-74.9036,7838,1840024225
Laurel Lake,NJ,New Jersey,Cumberland,39.3265,-75.0306,8332,1840005752
