city, state_id, state_name, county, longitude, latitude, zips, fips id
Alsace Manor,PA,Pennsylvania,Berks,40.3972,-75.8546,19522 19560,1840026459
Smithton,PA,Pennsylvania,Westmoreland,40.1537,-79.7421,15479,1840001159
Reynolds Heights,PA,Pennsylvania,Mercer,41.3433,-80.4033,16125 16154,1840026316
South Connellsville,PA,Pennsylvania,Fayette,39.9946,-79.5807,15425,1840000670
Lake Heritage,PA,Pennsylvania,Adams,39.8092,-77.1857,17325,1840035412
Mifflinburg,PA,Pennsylvania,Union,40.9202,-77.0463,17844,1840003532
Kulpsville,PA,Pennsylvania,Montgomery,40.244,-75.3407,19438 19446 19443,1840005465
East Side,PA,Pennsylvania,Carbon,41.0621,-75.7595,18661,1840000930
Pringle,PA,Pennsylvania,Luzerne,41.2773,-75.9014,18709 18704,1840000768
Wayne Heights,PA,Pennsylvania,Franklin,39.7455,-77.5436,17268,1840035247
Laurelton,PA,Pennsylvania,Union,40.8815,-77.2024,17835 17845,1840024210
Dunnstown,PA,Pennsylvania,Clinton,41.1484,-77.4202,17745,1840004907
Dunlo,PA,Pennsylvania,Cambria,40.2935,-78.7178,15930 15963,1840026424
Hawk Run,PA,Pennsylvania,Clearfield,40.9228,-78.2041,16840,1840026357
Fawn Grove,PA,Pennsylvania,York,39.7312,-76.4521,17321,1840001444
Tarentum,PA,Pennsylvania,Allegheny,40.6041,-79.7601,15084,1840001265
Bear Rocks,PA,Pennsylvania,Fayette,40.1265,-79.465,15610,1840026567
Farrell,PA,Pennsylvania,Mercer,41.2113,-80.497,16121,1840000657
Shippensburg,PA,Pennsylvania,Cumberland,40.0485,-77.5227,17257,1840001395
Towamensing Trails,PA,Pennsylvania,Carbon,40.9946,-75.5828,18210,1840035384
Frizzleburg,PA,Pennsylvania,Lawrence,41.0744,-80.4491,16143,1840026378
Chester Hill,PA,Pennsylvania,Clearfield,40.8902,-78.2293,16866,1840003489
Glenshaw,PA,Pennsylvania,Allegheny,40.5391,-79.9735,15116,1840026474
Concord,PA,Pennsylvania,Franklin,40.2518,-77.7003,17217,1840034907
Stevens,PA,Pennsylvania,Lancaster,40.2141,-76.1605,17578 17522,1840024346
Valley Green,PA,Pennsylvania,York,40.1567,-76.7947,17319,1840035440
Hendersonville,PA,Pennsylvania,Washington,40.3007,-80.1582,15317,1840024310
Friedensburg,PA,Pennsylvania,Schuylkill,40.607,-76.2291,17972 17933,1840005214
Gouglersville,PA,Pennsylvania,Berks,40.2701,-76.0192,19608,1840026461
Floradale,PA,Pennsylvania,Adams,39.9598,-77.2484,17307 17304,1840035340
McEwensville,PA,Pennsylvania,Northumberland,41.0723,-76.8188,17777 17749,1840000843
Philadelphia,PA,Pennsylvania,Philadelphia,40.0076,-75.134,19154 19151 19150 19153 19152 19102 19103 19106 19107 19104 19109 19128 19129 19120 19121 19122 19123 19124 19125 19126 19127 19112 19111 19115 19114 19116 19119 19118 19148 19149 19146 19147 19144 19145 19142 19143 19140 19141 19139 19138 19137 19136 19135 19134 19133 19132 19131 19130 19019 19092 19093 19099 19101 19105 19108 19110 19155 19160 19161 19162 19170 19171 19172 19173 19175 19176 19177 19178 19179 19181 19182 19183 19184 19185 19187 19188 19190 19191 19192 19193 19194 19195 19196 19197 19244 19255,1840000673
Swissvale,PA,Pennsylvania,Allegheny,40.4207,-79.8858,15218,1840001264
Caln,PA,Pennsylvania,Chester,39.995,-75.7843,19320,1840034888
Danville,PA,Pennsylvania,Montour,40.9615,-76.612,17821,1840000854
Bakerstown Station,PA,Pennsylvania,Allegheny,40.6553,-79.9726,15044,1840034855
Old Orchard,PA,Pennsylvania,Northampton,40.6577,-75.261,18045,1840035433
Canadensis,PA,Pennsylvania,Monroe,41.192,-75.2513,18325,1840035278
Black Lick,PA,Pennsylvania,Indiana,40.4715,-79.1884,15717 15716 15750,1840005347
Ingram,PA,Pennsylvania,Allegheny,40.4449,-80.0684,15205,1840001239
Ridley Park,PA,Pennsylvania,Delaware,39.8785,-75.3251,19078,1840000708
Taylorstown,PA,Pennsylvania,Washington,40.1566,-80.3869,15312 15323,1840024315
Enon Valley,PA,Pennsylvania,Lawrence,40.8559,-80.4564,16120,1840003570
Gradyville,PA,Pennsylvania,Delaware,39.9432,-75.4694,19342,1840035347
Harrison City,PA,Pennsylvania,Westmoreland,40.3544,-79.6506,15636,1840005387
Tamaqua,PA,Pennsylvania,Schuylkill,40.8033,-75.9344,18252,1840002780
East Troy,PA,Pennsylvania,Bradford,41.7701,-76.7372,16947,1840034941
Allison,PA,Pennsylvania,Fayette,39.9853,-79.8732,15413,1840026568
Pardeesville,PA,Pennsylvania,Luzerne,41.0007,-75.968,18202,1840026332
Chest Springs,PA,Pennsylvania,Cambria,40.5782,-78.6102,16624,1840001104
Boalsburg,PA,Pennsylvania,Centre,40.7783,-77.7733,16827,1840005154
Trainer,PA,Pennsylvania,Delaware,39.8244,-75.4032,19061,1840000713
Goldsboro,PA,Pennsylvania,York,40.1542,-76.7515,17319,1840001448
Pocono Ranch Lands,PA,Pennsylvania,Pike,41.1779,-74.9584,18324,1840035395
Southview,PA,Pennsylvania,Washington,40.332,-80.256,15361 15057,1840024314
Weston,PA,Pennsylvania,Luzerne,40.9426,-76.1401,18256,1840026333
Townville,PA,Pennsylvania,Crawford,41.6791,-79.8801,16360,1840000563
Yukon,PA,Pennsylvania,Westmoreland,40.2139,-79.6864,15698,1840026441
New Brighton,PA,Pennsylvania,Beaver,40.7355,-80.3091,15066,1840001026
Hummelstown,PA,Pennsylvania,Dauphin,40.2656,-76.7128,17036,1840001290
Green Hills,PA,Pennsylvania,Washington,40.1153,-80.3049,15301,1840003656
Commodore,PA,Pennsylvania,Indiana,40.7154,-78.939,15729,1840005348
North Braddock,PA,Pennsylvania,Allegheny,40.4023,-79.8533,15104,1840001248
Ephrata,PA,Pennsylvania,Lancaster,40.1811,-76.1812,17522 17549,1840003717
Maytown,PA,Pennsylvania,Lancaster,40.0791,-76.5791,17550 17547,1840005493
Southwest,PA,Pennsylvania,Westmoreland,40.199,-79.5209,15666,1840035204
Dover,PA,Pennsylvania,York,40.0033,-76.8484,17315,1840001442
Drexel Hill,PA,Pennsylvania,Delaware,39.9495,-75.3039,19026,1840005550
Harwick,PA,Pennsylvania,Allegheny,40.5562,-79.8054,15049,1840026476
West Hills,PA,Pennsylvania,Armstrong,40.8289,-79.5452,16201,1840035386
West Reading,PA,Pennsylvania,Berks,40.3337,-75.947,19611,1840001194
Fisher,PA,Pennsylvania,Washington,40.1701,-79.9078,15063,1840034966
Snydertown,PA,Pennsylvania,Northumberland,40.873,-76.6722,17801 17821 17877,1840000850
Rockhill,PA,Pennsylvania,Huntingdon,40.2411,-77.8996,17249,1840001075
Presto,PA,Pennsylvania,Allegheny,40.3737,-80.1178,15142,1840035161
Fox Run,PA,Pennsylvania,Butler,40.7023,-80.0828,16066,1840005182
Mount Jewett,PA,Pennsylvania,McKean,41.7255,-78.6444,16740,1840000527
Bentleyville,PA,Pennsylvania,Washington,40.1178,-80.0044,15314,1840003640
Midway,PA,Pennsylvania,Washington,40.3687,-80.2912,15057 15060,1840003660
Noxen,PA,Pennsylvania,Wyoming,41.4225,-76.0599,18636,1840026295
Pennside,PA,Pennsylvania,Berks,40.3384,-75.8781,19606,1840035147
Orwin,PA,Pennsylvania,Schuylkill,40.5839,-76.5314,17980,1840035139
Woodlyn,PA,Pennsylvania,Delaware,39.8774,-75.3445,19033 19094 19022 19081,1840035266
Folsom,PA,Pennsylvania,Delaware,39.8924,-75.3286,19033 19081,1840034970
Salix,PA,Pennsylvania,Cambria,40.296,-78.7599,15963 15952 15955,1840005380
Manchester,PA,Pennsylvania,York,40.0614,-76.7194,17345,1840001455
Masthope,PA,Pennsylvania,Pike,41.5154,-75.0257,18428 18435,1840026312
Hometown,PA,Pennsylvania,Schuylkill,40.8216,-75.9865,18252,1840005216
Bellwood,PA,Pennsylvania,Blair,40.6009,-78.3343,16617,1840001081
Oak Hills,PA,Pennsylvania,Butler,40.8263,-79.9152,16002 16001,1840035432
Penns Creek,PA,Pennsylvania,Snyder,40.8631,-77.0563,17862 17842,1840005362
Ohioville,PA,Pennsylvania,Beaver,40.6872,-80.4783,15059 15052,1840001028
Grantville,PA,Pennsylvania,Dauphin,40.3779,-76.6464,17028,1840034994
Bowmanstown,PA,Pennsylvania,Carbon,40.8019,-75.6611,18030 18071,1840000929
Talley Cavey,PA,Pennsylvania,Allegheny,40.5901,-79.9476,15101,1840035219
Chatwood,PA,Pennsylvania,Chester,39.9665,-75.5894,19382,1840034899
Van Voorhis,PA,Pennsylvania,Washington,40.1598,-79.9731,15366,1840024316
Marion Hill,PA,Pennsylvania,Beaver,40.7303,-80.2959,15066,1840035085
Clintonville,PA,Pennsylvania,Venango,41.2016,-79.8748,16372,1840003423
McAlisterville,PA,Pennsylvania,Juniata,40.6381,-77.273,17049,1840005385
Jamison City,PA,Pennsylvania,Columbia,41.2984,-76.3689,17814,1840035032
Wind Gap,PA,Pennsylvania,Northampton,40.8484,-75.2917,18091,1840000985
Lehighton,PA,Pennsylvania,Carbon,40.8306,-75.7165,18235,1840000933
Lititz,PA,Pennsylvania,Lancaster,40.154,-76.3044,17543,1840003719
Center Square,PA,Pennsylvania,Montgomery,40.1671,-75.2899,19422,1840034895
Berlin,PA,Pennsylvania,Somerset,39.9215,-78.9509,15530,1840003731
Mather,PA,Pennsylvania,Greene,39.9357,-80.0752,15346,1840026589
Hopwood,PA,Pennsylvania,Fayette,39.8773,-79.7017,15401 15445,1840005543
Hahntown,PA,Pennsylvania,Westmoreland,40.3184,-79.7184,15642,1840035003
Jessup,PA,Pennsylvania,Lackawanna,41.4622,-75.5478,18434,1840003383
Northumberland,PA,Pennsylvania,Northumberland,40.8959,-76.7938,17857,1840000847
Warminster,PA,Pennsylvania,Bucks,40.2068,-75.0996,18974,1840035370
Pocopson,PA,Pennsylvania,Chester,39.9004,-75.6258,19382,1840035360
Sharpsville,PA,Pennsylvania,Mercer,41.2595,-80.4813,16150,1840003442
Spring House,PA,Pennsylvania,Montgomery,40.1847,-75.2267,19477 19002,1840005467
Fountain Hill,PA,Pennsylvania,Lehigh,40.6029,-75.3961,18015,1840001049
Glenwillard,PA,Pennsylvania,Allegheny,40.5598,-80.2242,15046,1840034992
Jenners,PA,Pennsylvania,Somerset,40.1431,-79.0428,15563,1840035033
Lakemont,PA,Pennsylvania,Blair,40.4661,-78.3916,16602 16648,1840026413
Brockway,PA,Pennsylvania,Jefferson,41.2469,-78.7929,15824,1840003468
Kane,PA,Pennsylvania,McKean,41.663,-78.8096,16735,1840000525
Alcoa Center,PA,Pennsylvania,Westmoreland,40.5384,-79.645,15068,1840035093
Indian Mountain Lake,PA,Pennsylvania,Carbon,41.0003,-75.5058,18210 18330,1840035026
Kylertown,PA,Pennsylvania,Clearfield,40.9993,-78.1681,16847 16858,1840026358
Mount Gretna,PA,Pennsylvania,Lebanon,40.2456,-76.4717,17064,1840001348
Arnot,PA,Pennsylvania,Tioga,41.6623,-77.1222,16911,1840026233
Warminster Heights,PA,Pennsylvania,Bucks,40.1884,-75.0841,18974,1840035296
Lake Latonka,PA,Pennsylvania,Mercer,41.283,-80.1831,16137,1840026315
Shartlesville,PA,Pennsylvania,Berks,40.5135,-76.1017,19506 19526 19554,1840026456
Hemlock Farms,PA,Pennsylvania,Pike,41.3157,-75.0515,18428,1840035012
Farrandsville,PA,Pennsylvania,Clinton,41.1751,-77.5125,17745,1840035282
Hawley,PA,Pennsylvania,Wayne,41.4765,-75.1779,18428,1840003313
Hazleton,PA,Pennsylvania,Luzerne,40.9504,-75.9724,18201,1840000753
Riverside,PA,Pennsylvania,Northumberland,40.9461,-76.6461,17868 17821,1840000848
Castle Shannon,PA,Pennsylvania,Allegheny,40.3664,-80.0194,15234,1840001215
Village Shires,PA,Pennsylvania,Bucks,40.2016,-74.9706,18966,1840035442
West Elizabeth,PA,Pennsylvania,Allegheny,40.2722,-79.8952,15088,1840001271
Arendtsville,PA,Pennsylvania,Adams,39.9234,-77.2999,17307 17303,1840000676
Oakwood,PA,Pennsylvania,Lawrence,41.0112,-80.3793,16101,1840005190
Arcadia,PA,Pennsylvania,Indiana,40.7812,-78.8525,15712,1840035275
Glenburn,PA,Pennsylvania,Lackawanna,41.5165,-75.7257,18414 18411,1840034989
Noblestown,PA,Pennsylvania,Allegheny,40.3955,-80.202,15071 15057,1840026478
Revloc,PA,Pennsylvania,Cambria,40.4914,-78.7636,15948,1840026422
Avonmore,PA,Pennsylvania,Westmoreland,40.5272,-79.4694,15618,1840003626
Rosemont,PA,Pennsylvania,Montgomery,40.0257,-75.3238,19010,1840035177
Allison Park,PA,Pennsylvania,Allegheny,40.573,-79.9603,15101 15091,1840026468
Ravine,PA,Pennsylvania,Schuylkill,40.5686,-76.3937,17963,1840005213
Manorville,PA,Pennsylvania,Armstrong,40.7881,-79.5205,16238,1840003521
Mount Pleasant Mills,PA,Pennsylvania,Snyder,40.723,-77.0214,17853,1840005360
Newtown Grant,PA,Pennsylvania,Bucks,40.2599,-74.9561,18940,1840035430
Beech Creek,PA,Pennsylvania,Clinton,41.0746,-77.5852,16822,1840003448
Grampian,PA,Pennsylvania,Clearfield,40.9646,-78.6114,16838,1840003495
Stony Creek Mills,PA,Pennsylvania,Berks,40.3494,-75.8641,19606,1840026457
Cabot,PA,Pennsylvania,Butler,40.7648,-79.7664,16023,1840034887
Myerstown,PA,Pennsylvania,Lebanon,40.3722,-76.3055,17067,1840001349
Larksville,PA,Pennsylvania,Luzerne,41.2639,-75.9326,18651 18704,1840000758
Mercer,PA,Pennsylvania,Mercer,41.2265,-80.2358,16137,1840000735
Venice,PA,Pennsylvania,Washington,40.3212,-80.2187,15057,1840035237
Forest City,PA,Pennsylvania,Susquehanna,41.6521,-75.4691,18421,1840003318
Grindstone,PA,Pennsylvania,Fayette,40.0221,-79.8228,15442,1840034999
South New Castle,PA,Pennsylvania,Lawrence,40.9747,-80.3457,16102,1840000940
Valencia,PA,Pennsylvania,Butler,40.6767,-79.9881,16059,1840000875
Beurys Lake,PA,Pennsylvania,Schuylkill,40.7195,-76.3797,17921,1840035410
Luthersburg,PA,Pennsylvania,Clearfield,41.0534,-78.7192,15848,1840035288
Leith,PA,Pennsylvania,Fayette,39.8851,-79.7264,15401,1840035055
Eighty Four,PA,Pennsylvania,Washington,40.1777,-80.1303,15301 15330,1840026500
South Waverly,PA,Pennsylvania,Bradford,41.9955,-76.5441,18840,1840000518
Palmerton,PA,Pennsylvania,Carbon,40.8023,-75.6159,18071,1840003564
Sagamore,PA,Pennsylvania,Armstrong,40.7801,-79.2278,16250,1840035183
Leroy,PA,Pennsylvania,Bradford,41.6759,-76.7072,17724,1840035353
Milesburg,PA,Pennsylvania,Centre,40.9426,-77.792,16853 16823,1840000825
Kenmawr,PA,Pennsylvania,Allegheny,40.4823,-80.1142,15108,1840035043
Latrobe,PA,Pennsylvania,Westmoreland,40.3125,-79.3826,15650,1840001142
Mammoth,PA,Pennsylvania,Westmoreland,40.1987,-79.4628,15666,1840026442
Camp Jo-Ann,PA,Pennsylvania,Westmoreland,40.5081,-79.6806,15668,1840034889
Lykens,PA,Pennsylvania,Dauphin,40.5641,-76.6984,17048,1840001282
Beaver Meadows,PA,Pennsylvania,Carbon,40.9297,-75.9134,18216,1840000928
Dicksonville,PA,Pennsylvania,Indiana,40.7153,-79.0105,15734 15728,1840005349
Watsontown,PA,Pennsylvania,Northumberland,41.0849,-76.8645,17777,1840000853
Wheatland,PA,Pennsylvania,Mercer,41.1971,-80.4958,16161,1840003446
McConnellstown,PA,Pennsylvania,Huntingdon,40.464,-78.0672,16652 16660,1840026412
United,PA,Pennsylvania,Westmoreland,40.2184,-79.4878,15689,1840035233
Richland,PA,Pennsylvania,Lebanon,40.3574,-76.2568,17073 17087,1840001351
Breinigsville,PA,Pennsylvania,Lehigh,40.5394,-75.6342,18031,1840026409
Woodland,PA,Pennsylvania,Clearfield,40.9984,-78.3414,16881,1840035265
New Britain,PA,Pennsylvania,Bucks,40.2982,-75.1805,18901,1840001327
Chewton,PA,Pennsylvania,Lawrence,40.8947,-80.3208,16157,1840026381
Hummels Wharf,PA,Pennsylvania,Snyder,40.8308,-76.841,17870 17831,1840005364
Yardley,PA,Pennsylvania,Bucks,40.2408,-74.8385,19067,1840001317
Homeville,PA,Pennsylvania,Chester,39.8609,-75.9866,19363,1840035021
Seward,PA,Pennsylvania,Westmoreland,40.413,-79.0219,15954,1840001158
East McKeesport,PA,Pennsylvania,Allegheny,40.3849,-79.8073,15035,1840001225
Chester Heights,PA,Pennsylvania,Delaware,39.8926,-75.4698,19063 19342 19017,1840000691
East Brady,PA,Pennsylvania,Clarion,40.9836,-79.6131,16028,1840000740
Kirkwood,PA,Pennsylvania,Lancaster,39.8539,-76.0798,17536,1840024338
Marysville,PA,Pennsylvania,Perry,40.3377,-76.9337,17053,1840001303
Palmdale,PA,Pennsylvania,Dauphin,40.2963,-76.6233,17033,1840035291
Nuremberg,PA,Pennsylvania,Schuylkill,40.9378,-76.1685,18241,1840005211
Clairton,PA,Pennsylvania,Allegheny,40.2976,-79.8854,15025,1840001219
Dunlevy,PA,Pennsylvania,Washington,40.1128,-79.8588,15432,1840003651
Cherryville,PA,Pennsylvania,Northampton,40.7549,-75.5309,18088 18035 18067,1840034901
Orwigsburg,PA,Pennsylvania,Schuylkill,40.6541,-76.104,17961,1840002770
Landisville,PA,Pennsylvania,Lancaster,40.0901,-76.4064,17538,1840024340
Courtdale,PA,Pennsylvania,Luzerne,41.2848,-75.9142,18704,1840000744
Sykesville,PA,Pennsylvania,Jefferson,41.0475,-78.8185,15865,1840003474
Essington,PA,Pennsylvania,Delaware,39.8621,-75.2971,19029,1840034954
Brave,PA,Pennsylvania,Greene,39.7264,-80.2593,15316 15352,1840026586
Belmont,PA,Pennsylvania,Cambria,40.283,-78.8907,15904,1840005378
Gold Key Lake,PA,Pennsylvania,Pike,41.3145,-74.9434,18337,1840035389
Stoystown,PA,Pennsylvania,Somerset,40.1031,-78.9547,15563,1840003748
Coopersburg,PA,Pennsylvania,Lehigh,40.5102,-75.3915,18036,1840001046
Sylvania,PA,Pennsylvania,Bradford,41.8029,-76.8607,16947 16945,1840000519
Troy,PA,Pennsylvania,Bradford,41.7839,-76.7898,16947,1840000521
Slabtown,PA,Pennsylvania,Columbia,40.9051,-76.4059,17820,1840005005
Greenfields,PA,Pennsylvania,Berks,40.3627,-75.9565,19601,1840035458
Claysburg,PA,Pennsylvania,Blair,40.2896,-78.4482,16625,1840005376
South Temple,PA,Pennsylvania,Berks,40.399,-75.9224,19560,1840035203
Cumbola,PA,Pennsylvania,Schuylkill,40.7139,-76.1433,17930,1840034921
Wanamie,PA,Pennsylvania,Luzerne,41.1763,-76.0384,18634,1840035243
Yatesboro,PA,Pennsylvania,Armstrong,40.8001,-79.3342,16263,1840035274
Greensburg,PA,Pennsylvania,Westmoreland,40.3113,-79.5445,15601 15605 15606,1840001137
Monongahela,PA,Pennsylvania,Washington,40.1956,-79.9221,15063,1840003661
Morstein,PA,Pennsylvania,Chester,40.0168,-75.5869,19380,1840035110
Madera,PA,Pennsylvania,Clearfield,40.8284,-78.435,16661,1840035079
Mars,PA,Pennsylvania,Butler,40.6969,-80.0141,16046,1840000869
Smock,PA,Pennsylvania,Fayette,39.9997,-79.7775,15480,1840026564
Brentwood,PA,Pennsylvania,Allegheny,40.3734,-79.9757,15227,1840001212
Norvelt,PA,Pennsylvania,Westmoreland,40.205,-79.497,15666,1840026438
Tunkhannock,PA,Pennsylvania,Wyoming,41.5412,-75.9488,18657,1840000580
Woodrow,PA,Pennsylvania,Washington,40.284,-80.3651,15312,1840035377
Modena,PA,Pennsylvania,Chester,39.9618,-75.8024,19320 19358,1840001430
Middleboro,PA,Pennsylvania,Erie,41.9981,-80.141,16426,1840035094
Monroeville,PA,Pennsylvania,Allegheny,40.4262,-79.7605,15146,1840003631
Effort,PA,Pennsylvania,Monroe,40.9436,-75.439,18330 18353,1840026362
Bower Hill,PA,Pennsylvania,Allegheny,40.3734,-80.0937,15017,1840034872
Abbottstown,PA,Pennsylvania,Adams,39.8843,-76.9888,17301,1840000675
Walnut Bottom,PA,Pennsylvania,Cumberland,40.0895,-77.4039,17266,1840035242
Oklahoma,PA,Pennsylvania,Westmoreland,40.5804,-79.5754,15690 15613,1840001155
Rutherford,PA,Pennsylvania,Dauphin,40.2696,-76.7678,17111,1840035437
Seneca,PA,Pennsylvania,Venango,41.377,-79.7074,16346,1840004886
Lake Winola,PA,Pennsylvania,Wyoming,41.5105,-75.8509,18615 18625 18419,1840026294
Turtle Creek,PA,Pennsylvania,Allegheny,40.4085,-79.8214,15145,1840001267
Sturgeon,PA,Pennsylvania,Allegheny,40.3835,-80.2153,15082 15057,1840026480
Port Royal,PA,Pennsylvania,Juniata,40.5338,-77.3895,17082,1840003621
Weigelstown,PA,Pennsylvania,York,39.9843,-76.8315,17408 17315,1840005509
Eddington,PA,Pennsylvania,Bucks,40.0865,-74.9445,19020,1840034945
Coatesville,PA,Pennsylvania,Chester,39.985,-75.8199,19320,1840001424
Moninger,PA,Pennsylvania,Washington,40.2417,-80.2126,15342,1840035103
Hublersburg,PA,Pennsylvania,Centre,40.9623,-77.6069,16841 16823,1840024190
Middletown,PA,Pennsylvania,Dauphin,40.201,-76.7289,17057,1840001291
Paint,PA,Pennsylvania,Somerset,40.2421,-78.8501,15963,1840003743
Edenborn,PA,Pennsylvania,Fayette,39.882,-79.8874,15458,1840026569
Carbondale,PA,Pennsylvania,Lackawanna,41.5714,-75.5048,18407,1840003376
North Buffalo,PA,Pennsylvania,Armstrong,40.7628,-79.5837,16201,1840035290
Reedsville,PA,Pennsylvania,Mifflin,40.6646,-77.593,17084,1840005370
Rural Valley,PA,Pennsylvania,Armstrong,40.7991,-79.315,16222 16249,1840000879
Mattawana,PA,Pennsylvania,Mifflin,40.4968,-77.7283,17051 17054,1840024267
Penfield,PA,Pennsylvania,Clearfield,41.2084,-78.5756,15849,1840035146
Tresckow,PA,Pennsylvania,Carbon,40.916,-75.9657,18254,1840005187
Bareville,PA,Pennsylvania,Lancaster,40.0923,-76.1558,17540,1840034857
Lynch,PA,Pennsylvania,Forest,41.6023,-79.0503,16347,1840035371
Englewood,PA,Pennsylvania,Schuylkill,40.7814,-76.2449,17931,1840034951
New Paris,PA,Pennsylvania,Bedford,40.1083,-78.6431,15554,1840001402
Little Meadows,PA,Pennsylvania,Susquehanna,41.9891,-76.1277,18830,1840003324
McKnight,PA,Pennsylvania,Allegheny,40.5551,-80.0364,15237,1840035300
Red Hill,PA,Pennsylvania,Montgomery,40.377,-75.4837,18076,1840001374
Chadds Ford,PA,Pennsylvania,Delaware,39.8718,-75.5913,19317,1840035403
Ben Avon Heights,PA,Pennsylvania,Allegheny,40.5125,-80.0731,15202,1840001205
Mount Aetna,PA,Pennsylvania,Berks,40.4206,-76.2965,19544 17067,1840026452
Greensboro,PA,Pennsylvania,Greene,39.7921,-79.9126,15338,1840000719
Pennsburg,PA,Pennsylvania,Montgomery,40.3936,-75.4964,18073,1840001372
Reynoldsville,PA,Pennsylvania,Jefferson,41.0946,-78.888,15851,1840003472
Baumstown,PA,Pennsylvania,Berks,40.2777,-75.8066,19508,1840026460
Joanna,PA,Pennsylvania,Berks,40.1737,-75.8619,19543,1840035035
Lawnton,PA,Pennsylvania,Dauphin,40.2638,-76.7978,17111,1840035053
Lancaster,PA,Pennsylvania,Lancaster,40.0421,-76.3012,17603 17602 17601 17604 17605 17607 17608 17622 17699,1840003718
Boothwyn,PA,Pennsylvania,Delaware,39.8357,-75.4453,19061,1840005548
Callensburg,PA,Pennsylvania,Clarion,41.1257,-79.5579,16213,1840000738
Russellton,PA,Pennsylvania,Allegheny,40.6082,-79.8401,15024 15076,1840005395
Lucerne Mines,PA,Pennsylvania,Indiana,40.5559,-79.1558,15748 15754,1840005353
Foundryville,PA,Pennsylvania,Columbia,41.0775,-76.2355,18603,1840034974
Jamestown,PA,Pennsylvania,Mercer,41.4843,-80.437,16134,1840000734
Honey Brook,PA,Pennsylvania,Chester,40.0937,-75.9111,19344,1840001427
Garland,PA,Pennsylvania,Warren,41.8162,-79.4439,16340,1840034980
Woodbury,PA,Pennsylvania,Bedford,40.2255,-78.366,16695,1840001408
Natrona Heights,PA,Pennsylvania,Allegheny,40.6234,-79.7298,15065,1840035119
Avalon,PA,Pennsylvania,Allegheny,40.501,-80.068,15202,1840001200
Atlantic,PA,Pennsylvania,Crawford,41.5075,-80.3393,16111,1840004803
Plymouth Meeting,PA,Pennsylvania,Montgomery,40.1099,-75.2798,19462,1840005459
Malvern,PA,Pennsylvania,Chester,40.0329,-75.5146,19355,1840001429
Johnstown,PA,Pennsylvania,Cambria,40.3258,-78.9194,15906 15905 15902 15901 15907 15915,1840001116
Smithdale,PA,Pennsylvania,Allegheny,40.2278,-79.7914,15089,1840035363
Roscoe,PA,Pennsylvania,Washington,40.0781,-79.8644,15477,1840003664
Barbours,PA,Pennsylvania,Lycoming,41.3931,-76.7994,17701,1840035331
Plymouth,PA,Pennsylvania,Luzerne,41.2404,-75.9505,18651,1840000767
Refton,PA,Pennsylvania,Lancaster,39.9474,-76.2386,17584 17560,1840024343
Fleetwood,PA,Pennsylvania,Berks,40.4565,-75.8211,19522,1840001175
Hostetter,PA,Pennsylvania,Westmoreland,40.264,-79.3976,15638 15650,1840026430
Ardara,PA,Pennsylvania,Westmoreland,40.3578,-79.735,15615,1840034848
Sharon Hill,PA,Pennsylvania,Delaware,39.9075,-75.2678,19079,1840000711
New Bloomfield,PA,Pennsylvania,Perry,40.4198,-77.1864,17068,1840035122
Langhorne Manor,PA,Pennsylvania,Bucks,40.1658,-74.9174,19047,1840001325
Elysburg,PA,Pennsylvania,Northumberland,40.868,-76.5492,17824,1840005177
Dorneyville,PA,Pennsylvania,Lehigh,40.5755,-75.5188,18104 18103,1840034931
Tidioute,PA,Pennsylvania,Warren,41.6847,-79.4004,16351,1840003336
Nanty Glo,PA,Pennsylvania,Cambria,40.4723,-78.8334,15943,1840035406
Enlow,PA,Pennsylvania,Allegheny,40.4525,-80.2317,15108 15126,1840026473
Girardville,PA,Pennsylvania,Schuylkill,40.7922,-76.283,17935,1840002760
Rainsburg,PA,Pennsylvania,Bedford,39.8958,-78.5173,15522,1840001404
Picture Rocks,PA,Pennsylvania,Lycoming,41.2806,-76.7078,17737 17762,1840000634
Hunker,PA,Pennsylvania,Westmoreland,40.2041,-79.6155,15639,1840001138
Dormont,PA,Pennsylvania,Allegheny,40.3941,-80.0377,15216,1840001222
Moon,PA,Pennsylvania,Allegheny,40.509,-80.2392,15108,1840035106
Murry Hill,PA,Pennsylvania,Washington,40.2756,-80.1573,15317,1840035116
Wayne,PA,Pennsylvania,Delaware,40.044,-75.3877,19087,1840035246
Blakely,PA,Pennsylvania,Lackawanna,41.4859,-75.6012,18447 18452,1840003375
Waymart,PA,Pennsylvania,Wayne,41.5866,-75.4047,18472,1840003317
Cranesville,PA,Pennsylvania,Erie,41.904,-80.3418,16410,1840000475
Orbisonia,PA,Pennsylvania,Huntingdon,40.2429,-77.893,17243,1840001073
Washington Boro,PA,Pennsylvania,Lancaster,40.0017,-76.4671,17582 17512,1840024348
Pennwyn,PA,Pennsylvania,Berks,40.2895,-75.9731,19607 19540,1840035149
Minersville,PA,Pennsylvania,Schuylkill,40.6908,-76.2594,17954,1840002766
Ralston,PA,Pennsylvania,Lycoming,41.5065,-76.9541,17763,1840035167
Riceville,PA,Pennsylvania,Crawford,41.7792,-79.8045,16404,1840004805
Masontown,PA,Pennsylvania,Fayette,39.8489,-79.9081,15461,1840000664
