city, state_id, state_name, county, longitude, latitude, zips, fips id
Shirley,NY,New York,Suffolk,40.796,-72.8747,11967,1840005097
Atlanta,NY,New York,Steuben,42.5542,-77.4725,14808,1840033844
New Berlin,NY,New York,Chenango,42.624,-75.3353,13411,1840004509
Antwerp,NY,New York,Jefferson,44.1993,-75.6075,13608,1840004121
Port Kent,NY,New York,Essex,44.5281,-73.4071,12975,1840033938
The Glen,NY,New York,Warren,43.584,-73.8629,12885,1840034014
South Blooming Grove,NY,New York,Orange,41.3735,-74.179,10950,1840004877
Green Island,NY,New York,Albany,42.7474,-73.6925,12183,1840004490
East Glenville,NY,New York,Schenectady,42.8614,-73.9206,12008 12302,1840004444
Clifton Springs,NY,New York,Ontario,42.9608,-77.1355,14432,1840004416
Montrose,NY,New York,Westchester,41.2455,-73.9377,10548,1840024180
Poestenkill,NY,New York,Rensselaer,42.6941,-73.5545,12140,1840004433
Hancock,NY,New York,Delaware,41.9527,-75.2837,13783,1840004618
Mattydale,NY,New York,Onondaga,43.0992,-76.1388,13211,1840004317
Corwin,NY,New York,Niagara,43.2526,-78.6934,14108,1840033867
Minoa,NY,New York,Onondaga,43.0747,-76.0086,13116,1840004325
Canton,NY,New York,St. Lawrence,44.6,-75.1703,13617,1840004065
Peconic,NY,New York,Suffolk,41.0382,-72.4608,11958 11971,1840005065
Noyack,NY,New York,Suffolk,40.9827,-72.335,11963,1840005062
Richburg,NY,New York,Allegany,42.0887,-78.1565,14715 14774,1840004606
Plattsburgh,NY,New York,Clinton,44.6951,-73.4563,12901 12903,1840000296
Williamson,NY,New York,Wayne,43.2232,-77.1851,14589,1840026169
East Patchogue,NY,New York,Suffolk,40.7703,-72.9816,11772,1840005040
Highland Falls,NY,New York,Orange,41.3644,-73.9683,10928,1840004871
Hannibal,NY,New York,Oswego,43.3194,-76.5778,13074,1840004189
Wellsburg,NY,New York,Chemung,42.0127,-76.7298,14894,1840004691
Colonial Village,NY,New York,Niagara,43.1351,-78.9659,14304,1840033865
Garden City South,NY,New York,Nassau,40.7121,-73.6605,11530 11552,1840005258
Freeville,NY,New York,Tompkins,42.5114,-76.3457,13068,1840004542
Goshen,NY,New York,Orange,41.4017,-74.327,10924,1840004868
Margaretville,NY,New York,Delaware,42.1459,-74.6503,12455,1840004620
Old Forge,NY,New York,Herkimer,43.706,-74.9722,13420,1840026142
Keuka,NY,New York,Steuben,42.492,-77.1219,14840,1840033902
Fort Edward,NY,New York,Washington,43.2688,-73.5825,12828,1840004175
Hampton Manor,NY,New York,Rensselaer,42.6214,-73.7279,12144,1840034050
Groton,NY,New York,Tompkins,42.5875,-76.363,13073,1840004543
Sands Point,NY,New York,Nassau,40.8531,-73.7039,11050,1840005325
Cooperstown,NY,New York,Otsego,42.6996,-74.93,13326,1840004460
Livingston Manor,NY,New York,Sullivan,41.8935,-74.8265,12758,1840004786
Lakeview,NY,New York,Nassau,40.6775,-73.6493,11552 11570,1840005269
Napanoch,NY,New York,Ulster,41.7514,-74.3729,12489 12458,1840004707
Plandome,NY,New York,Nassau,40.8069,-73.6996,11030,1840005318
South Valley Stream,NY,New York,Nassau,40.6557,-73.7185,11581,1840034062
Brasher Falls,NY,New York,St. Lawrence,44.8096,-74.7789,13613,1840023928
Theresa,NY,New York,Jefferson,44.2155,-75.7968,13691,1840004117
Syracuse,NY,New York,Onondaga,43.0409,-76.1438,13210 13214 13290 13224 13207 13206 13205 13204 13203 13202 13208 13201 13217 13218 13220 13221 13225 13235 13244 13250 13251 13252 13261,1840000378
Plessis,NY,New York,Jefferson,44.2736,-75.8575,13675 13656 13691,1840023986
Windsor,NY,New York,Broome,42.0775,-75.6405,13865,1840004662
North Lynbrook,NY,New York,Nassau,40.6685,-73.6737,11563,1840034039
Port Jervis,NY,New York,Orange,41.3782,-74.6909,12771,1840000587
Dolgeville,NY,New York,Herkimer,43.1031,-74.7749,13329,1840004156
Corfu,NY,New York,Genesee,42.9611,-78.4026,14036,1840004369
Sodus Point,NY,New York,Wayne,43.2641,-76.9953,14555,1840004296
Hampton Bays,NY,New York,Suffolk,40.8692,-72.5227,11946,1840005076
Shoreham,NY,New York,Suffolk,40.957,-72.9072,11786,1840005136
Westmoreland,NY,New York,Oneida,43.115,-75.4027,13490,1840024029
Saint Bonaventure,NY,New York,Cattaraugus,42.0806,-78.475,14760 14778 14706,1840034060
Jewettville,NY,New York,Erie,42.7237,-78.6814,14170,1840033900
Paul Smiths,NY,New York,Franklin,44.4342,-74.2533,12970,1840026120
Duane Lake,NY,New York,Schenectady,42.7526,-74.1089,12056,1840004442
Schuyler Lake,NY,New York,Otsego,42.7804,-75.0279,13348,1840033955
Fishkill,NY,New York,Dutchess,41.5339,-73.8942,12524,1840004748
Downsville,NY,New York,Delaware,42.0819,-74.998,13755,1840025502
Blodgett Mills,NY,New York,Cortland,42.5665,-76.1329,13045 13738,1840025482
Marion,NY,New York,Wayne,43.1409,-77.1951,14505,1840026168
Cumminsville,NY,New York,Livingston,42.5706,-77.7189,14437,1840024067
Williston Park,NY,New York,Nassau,40.7588,-73.6465,11596,1840005333
Castleton-on-Hudson,NY,New York,Rensselaer,42.5332,-73.7492,12033,1840004440
Oceanside,NY,New York,Nassau,40.6328,-73.6363,11572,1840005246
Yorkshire,NY,New York,Cattaraugus,42.5242,-78.4781,14042 14173 14030,1840004588
Sherman,NY,New York,Chautauqua,42.159,-79.5944,14781,1840004570
Sunset Bay,NY,New York,Chautauqua,42.5608,-79.1307,14136 14081,1840026200
Hewlett Neck,NY,New York,Nassau,40.6247,-73.6981,11598,1840005296
New Hempstead,NY,New York,Rockland,41.1488,-74.0485,10977,1840033996
Salem,NY,New York,Washington,43.1727,-73.3267,12865,1840004179
Hamilton,NY,New York,Madison,42.8293,-75.5503,13346,1840004354
Eagle Valley,NY,New York,Orange,41.1548,-74.2268,10987,1840033872
Jones Point,NY,New York,Rockland,41.2862,-73.956,10986,1840033901
Copiague,NY,New York,Suffolk,40.6726,-73.393,11726 11757 11701,1840005031
Port Chester,NY,New York,Westchester,41.0052,-73.668,10573,1840004941
Stillwater,NY,New York,Saratoga,42.9467,-73.6441,12170,1840004252
Mountain Lodge Park,NY,New York,Orange,41.3862,-74.1389,10950,1840026299
South Corning,NY,New York,Steuben,42.1262,-77.0356,14830,1840004554
Balmville,NY,New York,Orange,41.5281,-74.0234,12550,1840004856
Houghton,NY,New York,Allegany,42.4277,-78.1615,14744,1840004604
Ransomville,NY,New York,Niagara,43.2389,-78.9114,14131,1840004268
Herrings,NY,New York,Jefferson,44.0226,-75.6578,13619,1840004113
North White Plains,NY,New York,Westchester,41.0551,-73.7668,10603,1840033927
Wading River,NY,New York,Suffolk,40.9464,-72.823,11933 11792,1840005107
Greene,NY,New York,Chenango,42.3297,-75.7694,13778,1840004508
Wurtsboro,NY,New York,Sullivan,41.5761,-74.4856,12790,1840004793
Honeoye,NY,New York,Ontario,42.7902,-77.5147,14471,1840026188
Springs,NY,New York,Suffolk,41.0212,-72.1584,11937,1840005102
Seneca Falls,NY,New York,Seneca,42.9101,-76.7967,13148,1840004420
Clinton,NY,New York,Oneida,43.0488,-75.3785,13323,1840004223
Evans Mills,NY,New York,Jefferson,44.087,-75.8078,13637,1840004111
Canandaigua,NY,New York,Ontario,42.8885,-77.2805,14424,1840000392
Bardonia,NY,New York,Rockland,41.1129,-73.9823,10994 10954,1840004958
Miller Place,NY,New York,Suffolk,40.9374,-72.9864,11764,1840005046
De Lancey,NY,New York,Delaware,42.2056,-74.9707,13752,1840033870
Speculator,NY,New York,Hamilton,43.5943,-74.3822,12108 12164,1840004146
Westvale,NY,New York,Onondaga,43.04,-76.2177,13219,1840004318
Lyons,NY,New York,Wayne,43.0634,-76.9927,14489,1840004290
Winthrop,NY,New York,St. Lawrence,44.8006,-74.8016,13613 13697,1840017087
Bellport,NY,New York,Suffolk,40.7546,-72.9424,11713,1840005144
Sylvan Beach,NY,New York,Oneida,43.2061,-75.7234,13157 13308,1840004213
Almond,NY,New York,Allegany,42.3193,-77.7386,14804 14843,1840004609
Andes,NY,New York,Delaware,42.1898,-74.784,13731,1840025499
Cherryplain,NY,New York,Rensselaer,42.6292,-73.3582,12022,1840034025
Tappan,NY,New York,Rockland,41.0269,-73.952,10964 10962 10983,1840004969
West Sayville,NY,New York,Suffolk,40.7294,-73.105,11769 11796,1840005112
Lockport,NY,New York,Niagara,43.1698,-78.6956,14094 14095,1840000370
Beach Ridge,NY,New York,Niagara,43.0848,-78.8231,14120,1840034012
Baldwin,NY,New York,Nassau,40.6635,-73.6104,11510,1840005228
Valhalla,NY,New York,Westchester,41.0775,-73.778,10595,1840033975
Wyandanch,NY,New York,Suffolk,40.7467,-73.3769,11798 11704,1840005115
Deposit,NY,New York,Broome,42.0634,-75.4224,13754,1840004663
Dexter,NY,New York,Jefferson,44.0112,-76.0425,13634,1840004129
Glasco,NY,New York,Ulster,42.0461,-73.9487,12432 12477,1840004714
Blasdell,NY,New York,Erie,42.7965,-78.8324,14219,1840004396
Niverville,NY,New York,Columbia,42.4484,-73.6496,12184 12130,1840004626
West Hampton Dunes,NY,New York,Suffolk,40.7776,-72.7137,11978,1840034029
North Bay Shore,NY,New York,Suffolk,40.7601,-73.2618,11706,1840005055
Saratoga Springs,NY,New York,Saratoga,43.0674,-73.7775,12866,1840000369
Lansing,NY,New York,Tompkins,42.4901,-76.4856,14850,1840004544
Lisle,NY,New York,Broome,42.3491,-76.0055,13797,1840004659
Rome,NY,New York,Oneida,43.2259,-75.491,13441 13440 13308 13442 13449,1840000349
Fleischmanns,NY,New York,Delaware,42.1552,-74.5335,12406 12430,1840004616
Clover Bank,NY,New York,Erie,42.7473,-78.8898,14075,1840033864
Glenwood Landing,NY,New York,Nassau,40.8295,-73.6379,11547 11545,1840005260
Penn Yan,NY,New York,Yates,42.661,-77.0536,14527,1840004503
North Patchogue,NY,New York,Suffolk,40.7833,-73.0234,11772,1840005059
Manorville,NY,New York,Suffolk,40.8575,-72.7915,11949,1840005088
Mechanicville,NY,New York,Saratoga,42.9037,-73.6894,12118,1840000368
Shelter Island,NY,New York,Suffolk,41.0585,-72.3143,11964,1840005094
Northville,NY,New York,Fulton,43.2239,-74.1702,12134,1840004310
Lyndonville,NY,New York,Orleans,43.3213,-78.3891,14098,1840004263
Cumberland Head,NY,New York,Clinton,44.7171,-73.397,12901,1840034045
Fire Island,NY,New York,Suffolk,40.6782,-73.0708,11951 11770 11772 11706 11702 11782,1840005010
Shinnecock Hills,NY,New York,Suffolk,40.8878,-72.4555,11968,1840005096
Croton Heights,NY,New York,Westchester,41.2468,-73.7835,10598,1840033868
Farmingville,NY,New York,Suffolk,40.8389,-73.0401,11738,1840005009
Pine Plains,NY,New York,Dutchess,41.978,-73.6601,12567,1840004743
Burt,NY,New York,Niagara,43.3164,-78.7139,14028,1840033858
Bergholtz,NY,New York,Niagara,43.1031,-78.9067,14304,1840033850
Great Neck Estates,NY,New York,Nassau,40.7858,-73.7396,11021,1840005291
Locust Valley,NY,New York,Nassau,40.8782,-73.5884,11560,1840005272
Asharoken,NY,New York,Suffolk,40.938,-73.3815,11768,1840005141
Yaphank,NY,New York,Suffolk,40.8323,-72.9233,11980,1840005116
Cheektowaga,NY,New York,Erie,42.9082,-78.7496,14206 14043 14225 14227 14211 14215,1840004375
Valley Falls,NY,New York,Rensselaer,42.9006,-73.5627,12185,1840004439
Dover Plains,NY,New York,Dutchess,41.7396,-73.5735,12522,1840004741
Vernon,NY,New York,Oneida,43.0794,-75.5387,13476,1840004214
Poquott,NY,New York,Suffolk,40.9529,-73.0903,11733,1840005130
Corning,NY,New York,Steuben,42.147,-77.0561,14830 14831,1840000443
Bedford Center,NY,New York,Westchester,41.2201,-73.6582,10507,1840033848
Akron,NY,New York,Erie,43.0179,-78.4978,14001,1840004393
Cobleskill,NY,New York,Schoharie,42.6787,-74.486,12043,1840004488
Copake Lake,NY,New York,Columbia,42.1416,-73.5903,12521 12529 12516,1840004625
Commack,NY,New York,Suffolk,40.8443,-73.2834,11725 11731,1840005030
Avoca,NY,New York,Steuben,42.4096,-77.4222,14809,1840004558
Chadwicks,NY,New York,Oneida,43.0291,-75.271,13319 13413,1840024027
Brighton,NY,New York,Monroe,43.1175,-77.5835,14625 14620 14623 14618 14610,1840004277
Latham,NY,New York,Albany,42.747,-73.759,12110,1840033905
Cove Neck,NY,New York,Nassau,40.884,-73.5002,11771,1840005341
East Randolph,NY,New York,Cattaraugus,42.1692,-78.9521,14772 14730,1840004600
Wappingers Falls,NY,New York,Dutchess,41.5986,-73.9178,12590,1840004755
Baxter Estates,NY,New York,Nassau,40.8338,-73.6949,11050,1840033846
Clayville,NY,New York,Oneida,42.9747,-75.249,13322 13456,1840004222
Colonie,NY,New York,Albany,42.7199,-73.8333,12205,1840004495
Ellenburg Depot,NY,New York,Clinton,44.9059,-73.801,12935,1840033882
Pultneyville,NY,New York,Wayne,43.2734,-77.1824,14589,1840026166
Westhampton,NY,New York,Suffolk,40.8326,-72.6616,11977 11978,1840005113
Flanders,NY,New York,Suffolk,40.8925,-72.6049,11901,1840005012
Airmont,NY,New York,Rockland,41.0994,-74.0989,10901 10952 10982,1840004991
Brewerton,NY,New York,Onondaga,43.2344,-76.1411,13029 13036,1840004312
North Syracuse,NY,New York,Onondaga,43.1339,-76.1306,13212,1840004326
Lyncourt,NY,New York,Onondaga,43.0821,-76.1264,13206 13208,1840034054
Ellenville,NY,New York,Ulster,41.7009,-74.3609,12420 12428,1840004733
Averill Park,NY,New York,Rensselaer,42.6361,-73.553,12018,1840004431
Albion,NY,New York,Orleans,43.246,-78.1902,14411,1840004265
Burdett,NY,New York,Schuyler,42.4169,-76.8441,14818,1840004586
Fredonia,NY,New York,Chautauqua,42.4407,-79.3319,14063,1840004566
Cranberry Lake,NY,New York,St. Lawrence,44.2063,-74.8426,12927,1840025337
Warrens Corners,NY,New York,Niagara,43.2162,-78.7548,14094,1840033981
West Seneca,NY,New York,Erie,42.8375,-78.7508,14224,1840004383
Pine Valley,NY,New York,Chemung,42.2273,-76.8469,14864 14845 14872,1840026215
Bath,NY,New York,Steuben,42.3363,-77.3179,14810,1840004559
Pelham Manor,NY,New York,Westchester,40.893,-73.8057,10803,1840004939
Cattaraugus,NY,New York,Cattaraugus,42.33,-78.8671,14719,1840004598
Victory Mills,NY,New York,Saratoga,43.0879,-73.594,12884,1840034026
Madrid,NY,New York,St. Lawrence,44.7483,-75.1299,13660,1840025339
South Lima,NY,New York,Livingston,42.8575,-77.676,14485 14487,1840024082
North Evans,NY,New York,Erie,42.697,-78.9414,14047,1840033925
Piffard,NY,New York,Livingston,42.8319,-77.8584,14533,1840024079
East Massapequa,NY,New York,Nassau,40.6746,-73.4358,11762 11758,1840034047
Oyster Bay,NY,New York,Nassau,40.8663,-73.5323,11771 11732,1840005248
Putnam Lake,NY,New York,Putnam,41.4747,-73.5483,12563 10509,1840004889
Homer,NY,New York,Cortland,42.6371,-76.1849,13077 13045,1840004497
Oxford,NY,New York,Chenango,42.4412,-75.596,13830,1840004510
Mount Ivy,NY,New York,Rockland,41.1926,-74.0297,10923 10970,1840004962
Viola,NY,New York,Rockland,41.1289,-74.0851,10901 10952,1840004972
Centereach,NY,New York,Suffolk,40.8696,-73.0808,11720,1840005026
Chestertown,NY,New York,Warren,43.6461,-73.7946,12817,1840025430
Forestville,NY,New York,Chautauqua,42.4684,-79.1756,14062,1840004565
Salisbury,NY,New York,Nassau,40.7454,-73.5605,11590,1840005255
Swormville,NY,New York,Erie,43.0384,-78.6973,14051,1840033968
Newfane,NY,New York,Niagara,43.2857,-78.694,14108 14028,1840004266
Cato,NY,New York,Cayuga,43.168,-76.5728,13033,1840004245
Lake Katrine,NY,New York,Ulster,41.9863,-73.9895,12449,1840004719
Sanborn,NY,New York,Niagara,43.1451,-78.8777,14132,1840026162
Savona,NY,New York,Steuben,42.283,-77.2238,14879,1840004553
Utica,NY,New York,Oneida,43.0961,-75.226,13501 13502 13503 13504 13505 13599,1840002746
Nassau Shores,NY,New York,Nassau,40.662,-73.4401,11758,1840033921
Fair Haven,NY,New York,Cayuga,43.3263,-76.7044,13156 13064,1840004238
Chaumont,NY,New York,Jefferson,44.0675,-76.1301,13622,1840004126
Arden,NY,New York,Orange,41.2745,-74.1529,10975,1840034003
Ticonderoga,NY,New York,Essex,43.8406,-73.424,12883,1840004087
Holland,NY,New York,Erie,42.6375,-78.5517,14080,1840004379
Mooers,NY,New York,Clinton,44.9638,-73.5878,12958,1840004037
Dresden,NY,New York,Yates,42.6835,-76.9573,14527 14441,1840004505
Lakewood,NY,New York,Chautauqua,42.0991,-79.32,14750,1840004567
Thousand Island Park,NY,New York,Jefferson,44.2887,-76.026,13692,1840023988
North Sea,NY,New York,Suffolk,40.933,-72.4047,11968,1840005060
Websters Crossing,NY,New York,Livingston,42.6661,-77.6373,14560,1840024085
Russell Gardens,NY,New York,Nassau,40.7809,-73.7254,11021,1840005324
Eldred,NY,New York,Sullivan,41.527,-74.8841,12732,1840033881
Interlaken,NY,New York,Seneca,42.6189,-76.7251,14847,1840004417
Lake Grove,NY,New York,Suffolk,40.8586,-73.1168,11755,1840005121
Center Moriches,NY,New York,Suffolk,40.8015,-72.796,11934 11955,1840005025
Clayton,NY,New York,Jefferson,44.237,-76.0826,13624,1840004127
Hopewell Junction,NY,New York,Dutchess,41.5787,-73.8078,12533,1840004746
Jordan,NY,New York,Onondaga,43.0671,-76.4728,13080,1840004321
Nanuet,NY,New York,Rockland,41.0957,-74.0156,10954,1840004963
Hoosick Falls,NY,New York,Rensselaer,42.9009,-73.35,12090,1840004436
Cutchogue,NY,New York,Suffolk,41.0167,-72.4872,11935,1840005033
Glenville,NY,New York,Westchester,41.0657,-73.8407,10591,1840033891
Sound Beach,NY,New York,Suffolk,40.9578,-72.9726,11789,1840005099
Lakeland,NY,New York,Onondaga,43.0909,-76.2426,13209,1840004316
South Salem,NY,New York,Westchester,41.2723,-73.5529,10590,1840033962
Brookville,NY,New York,Nassau,40.8123,-73.5696,11545 11548,1840005338
Star Lake,NY,New York,St. Lawrence,44.1613,-75.0363,13690,1840004053
Leonardsville,NY,New York,Madison,42.8087,-75.2527,13364,1840033906
Laurens,NY,New York,Otsego,42.5313,-75.0888,13796,1840004453
North Hills,NY,New York,Nassau,40.7765,-73.6778,11030 11576,1840005314
Canaseraga,NY,New York,Allegany,42.4618,-77.7773,14822,1840004614
Jefferson Valley,NY,New York,Westchester,41.3381,-73.7907,10535,1840033899
West Glens Falls,NY,New York,Warren,43.3019,-73.6873,12804,1840004184
Nelsonville,NY,New York,Putnam,41.4291,-73.9466,10516,1840004892
Cazenovia,NY,New York,Madison,42.9281,-75.8511,13035,1840004360
Fort Ann,NY,New York,Washington,43.4146,-73.4907,12827,1840004174
Oriskany Falls,NY,New York,Oneida,42.938,-75.4636,13425,1840004210
Woodsville,NY,New York,Livingston,42.579,-77.7338,14437,1840024086
Mount Morris,NY,New York,Livingston,42.7237,-77.8753,14510,1840004426
Bayport,NY,New York,Suffolk,40.746,-73.0546,11705,1840005018
Nunda,NY,New York,Livingston,42.58,-77.9379,14517,1840004427
North Boston,NY,New York,Erie,42.6773,-78.7797,14075 14110,1840004377
Oneida,NY,New York,Madison,43.0769,-75.6621,13421,1840000384
Sinclairville,NY,New York,Chautauqua,42.2653,-79.2591,14782,1840004572
Le Roy,NY,New York,Genesee,42.978,-77.9899,14482,1840004365
Hawthorne,NY,New York,Westchester,41.1035,-73.7968,10532,1840004922
Orchard Park,NY,New York,Erie,42.7627,-78.7438,14127,1840004389
Suffern,NY,New York,Rockland,41.1138,-74.1421,10901,1840004987
Phelps,NY,New York,Ontario,42.9581,-77.062,14532 14518,1840004412
Arkport,NY,New York,Steuben,42.3926,-77.6954,14807,1840004557
Mexico,NY,New York,Oswego,43.4652,-76.2326,13114,1840004191
Toddville,NY,New York,Westchester,41.2937,-73.8885,10567,1840033971
Pittsford,NY,New York,Monroe,43.0901,-77.5167,14534,1840004283
East Syracuse,NY,New York,Onondaga,43.0637,-76.0697,13057,1840004332
Raymondville,NY,New York,St. Lawrence,44.8381,-74.978,13678,1840034023
Otego,NY,New York,Otsego,42.3928,-75.1801,13825,1840004456
Port Washington North,NY,New York,Nassau,40.8433,-73.7014,11050,1840005319
Schoharie,NY,New York,Schoharie,42.6664,-74.3137,12157,1840004486
Head of the Harbor,NY,New York,Suffolk,40.8981,-73.1624,11790 11780,1840005118
Munnsville,NY,New York,Madison,42.9765,-75.5866,13409,1840004357
Saint James,NY,New York,Suffolk,40.8761,-73.1521,11780,1840005103
Shrub Oak,NY,New York,Westchester,41.3255,-73.8295,10547 10588,1840004927
Crown Heights,NY,New York,Dutchess,41.6416,-73.9287,12601,1840034044
Greece,NY,New York,Monroe,43.2095,-77.7027,14626,1840004278
New Rochelle,NY,New York,Westchester,40.9305,-73.7836,10804 10801 10805 10802,1840000782
Newport,NY,New York,Herkimer,43.1859,-75.0151,13416,1840004152
Broadalbin,NY,New York,Fulton,43.056,-74.1964,12010 12025,1840004311
Old Brookville,NY,New York,Nassau,40.8332,-73.6039,11545 11548,1840005315
Marathon,NY,New York,Cortland,42.4439,-76.035,13803,1840004498
Sag Harbor,NY,New York,Suffolk,40.997,-72.2892,11963,1840005133
Cragsmoor,NY,New York,Ulster,41.6655,-74.3912,12566 12420,1840004704
Byersville,NY,New York,Livingston,42.5839,-77.7915,14517,1840024065
Stony Point,NY,New York,Rockland,41.2294,-73.9966,10980,1840004968
Nashville,NY,New York,Niagara,43.0773,-78.8659,14120,1840033920
Arlington,NY,New York,Dutchess,41.6958,-73.8989,12603,1840004739
Levittown,NY,New York,Nassau,40.7241,-73.5125,11714 11756 11783,1840005270
Old Westbury,NY,New York,Nassau,40.7866,-73.5975,11548 11568,1840005316
Salisbury Mills,NY,New York,Orange,41.4308,-74.1098,12577,1840024141
Montgomery,NY,New York,Orange,41.5216,-74.2388,12549,1840004875
Newark,NY,New York,Wayne,43.0418,-77.093,14513,1840004292
Afton,NY,New York,Chenango,42.2291,-75.5247,13730,1840004513
Lodi,NY,New York,Seneca,42.6135,-76.8226,14860,1840004418
Sparkill,NY,New York,Rockland,41.0289,-73.9333,10983 10976,1840026341
Pine Hill,NY,New York,Ulster,42.1307,-74.4667,12465 12410,1840004709
Warwick,NY,New York,Orange,41.2551,-74.355,10990 10912,1840004881
Chestnut Ridge,NY,New York,Rockland,41.083,-74.0552,10952 10977,1840004992
Inwood,NY,New York,Nassau,40.6218,-73.7507,11559 11096,1840005267
Waterloo,NY,New York,Seneca,42.9048,-76.8592,13165,1840004421
Addison,NY,New York,Steuben,42.1063,-77.232,14801,1840004556
Accord,NY,New York,Ulster,41.7972,-74.2319,12404,1840004702
Candor,NY,New York,Tioga,42.2284,-76.3366,13743,1840004671
Slaterville Springs,NY,New York,Tompkins,42.3956,-76.3505,14881,1840034007
Dobbs Ferry,NY,New York,Westchester,41.0127,-73.8698,10522,1840004952
Delhi,NY,New York,Delaware,42.2786,-74.915,13753,1840004624
Monticello,NY,New York,Sullivan,41.6519,-74.6874,12701,1840004791
East Branch,NY,New York,Delaware,41.9884,-75.1338,13756,1840033873
Croghan,NY,New York,Lewis,43.8947,-75.3914,13327,1840004141
Ossining,NY,New York,Westchester,41.1609,-73.8712,10562,1840004937
North Creek,NY,New York,Warren,43.6935,-73.9844,12853,1840026145
Woodmere,NY,New York,Nassau,40.6374,-73.7219,11581 11598 11516,1840005284
Medford,NY,New York,Suffolk,40.822,-72.9859,11763,1840005043
Newark Valley,NY,New York,Tioga,42.2229,-76.1867,13811,1840004666
Hamburg,NY,New York,Erie,42.7233,-78.8348,14075 14010,1840004385
North Rose,NY,New York,Wayne,43.1872,-76.8864,14516,1840026167
Avon,NY,New York,Livingston,42.9129,-77.7464,14414,1840004428
Hillside Manor,NY,New York,Nassau,40.7504,-73.6729,11040,1840033995
Lake Mohegan,NY,New York,Westchester,41.3165,-73.8475,10547,1840004923
Cohocton,NY,New York,Steuben,42.4999,-77.4999,14826,1840004561
Morrisonville,NY,New York,Clinton,44.6922,-73.5505,12962,1840004038
Brier Hill,NY,New York,St. Lawrence,44.5314,-75.6627,13614,1840034017
Glen Head,NY,New York,Nassau,40.845,-73.618,11545,1840005259
New York Mills,NY,New York,Oneida,43.1007,-75.2932,13417,1840004207
Great Bend,NY,New York,Jefferson,44.0197,-75.7077,13643 13619,1840004109
Colton,NY,New York,St. Lawrence,44.5593,-74.9433,13625,1840025336
South Dayton,NY,New York,Cattaraugus,42.3628,-79.051,14138,1840004596
Twin Lakes Village,NY,New York,Westchester,41.2993,-73.5698,10590,1840033974
Billington Heights,NY,New York,Erie,42.7862,-78.6237,14052,1840004374
Pine Bush,NY,New York,Orange,41.6094,-74.2966,12566,1840004860
Middletown,NY,New York,Orange,41.4458,-74.4228,10940,1840000585
Lindenhurst,NY,New York,Suffolk,40.6858,-73.371,11757,1840005122
Holcomb,NY,New York,Ontario,42.8991,-77.4244,14469 14443,1840034027
